"","id","url","image_height","image_width","category_id","x_left","y_top","bbox_width","bbox_height","y_bottom","x_right","name","file_name_original","file_name","x_left_scaled","x_right_scaled","y_top_scaled","y_bottom_scaled","bbox_width_scaled","bbox_height_scaled","area"
"11","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,2,317,83,45,25,107,361,"oxeye daisy","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",50,57,23,30,7,7,49
"12","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,778,661,171,120,780,948,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",123,150,186,219,27,34,918
"13","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,636,385,108,108,492,743,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",100,117,108,138,17,30,510
"14","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,507,38,71,49,86,577,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",80,91,11,24,11,14,154
"15","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,754,249,63,55,303,816,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",119,129,70,85,10,15,150
"16","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,878,92,106,72,163,983,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",139,155,26,46,17,20,340
"17","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,1164,80,75,60,139,1238,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",184,196,23,39,12,17,204
"18","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,1041,15,85,53,67,1125,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",164,178,4,19,13,15,195
"19","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,929,198,54,44,241,982,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",147,155,56,68,9,12,108
"20","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,1011,116,83,56,171,1093,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",160,173,33,48,13,16,208
"21","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,772,179,98,58,236,869,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",122,137,50,66,15,16,240
"22","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,837,159,83,49,207,919,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",132,145,45,58,13,14,182
"23","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,736,100,72,54,153,807,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",116,127,28,43,11,15,165
"24","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,1053,682,124,114,795,1176,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",166,186,192,224,20,32,640
"25","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,883,37,91,56,92,973,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",139,154,10,26,14,16,224
"26","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,1081,178,57,38,215,1137,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",171,180,50,61,9,11,99
"27","cjsga03745kcx0728mqnrd5kg","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F3187fce2-8f3b-d081-8fd5-0fca1d0632e6-117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png",796,1418,3,813,90,76,51,140,888,"wild carrot","117-pic_s08_2017_ne_q01-alsiclov_crimclov_whitclov_lucerne_birdtref_blacmedi_commvetc_blacknap_oxeydais_wildcarr.png","cjsga03745kcx0728mqnrd5kg.png",128,140,25,39,12,14,168
"28","cjsg9wisi5l6e0812exfctseb","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2F66b6f1a4-d184-98eb-77a2-32d9bef6ba41-116-pic_s30_2018_ne_q06-alsiclov_redclov_birdtref_sainfoin.jpg",4032,3024,5,152,1044,2700,2288,3331,2851,"Draw the Quadrat","116-pic_s30_2018_ne_q06-alsiclov_redclov_birdtref_sainfoin.jpg","cjsg9wisi5l6e0812exfctseb.jpg",11,211,58,185,200,127,25400
"29","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,6,113,697,48,52,748,160,"other species","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",23,32,187,201,10,14,140
"30","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,95,16,42,55,70,136,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",19,27,4,19,8,15,120
"31","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,54,227,37,35,261,90,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",11,18,61,70,7,9,63
"32","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,159,537,35,35,571,193,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",32,39,144,153,7,9,63
"33","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,297,384,58,69,452,354,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",60,71,103,121,12,19,228
"34","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,335,314,27,51,364,361,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",67,73,84,98,5,14,70
"35","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,583,581,47,47,627,629,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",117,126,156,168,9,13,117
"36","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,196,498,57,30,527,252,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",39,51,134,141,11,8,88
"37","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,124,77,57,66,142,180,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",25,36,21,38,11,18,198
"38","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,348,461,71,55,515,418,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",70,84,124,138,14,15,210
"39","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,386,355,45,66,420,430,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",78,86,95,113,9,18,162
"40","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,435,309,37,56,364,471,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",87,95,83,98,7,15,105
"41","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,505,482,47,58,539,551,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",102,111,129,145,9,16,144
"42","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,683,675,66,68,742,748,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",137,150,181,199,13,18,234
"43","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,994,281,53,49,329,1046,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",200,210,75,88,11,13,143
"44","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,845,189,38,69,257,882,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",170,177,51,69,8,19,152
"45","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,1010,339,52,43,381,1061,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",203,213,91,102,10,12,120
"46","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,983,353,38,36,388,1020,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",198,205,95,104,8,10,80
"47","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,937,359,50,54,412,986,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",188,198,96,111,10,14,140
"48","cjsg9vyjp5k1n08121wub5482","https://storage.googleapis.com/labelbox-193903.appspot.com/cjp8dfyxkyqd60980fbwe4pao%2Fb9aeca2c-f12e-e172-21a9-e91a19694a76-115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png",835,1114,1,923,233,39,53,285,961,"clover","115-pic_s05_2017_ne_q04-alsiclov_crimclov_redclov_sainfoin_birdtref.png","cjsg9vyjp5k1n08121wub5482.png",186,193,63,76,8,14,112
